T5.K4.652.A98542 K6.QJT976.QT7.Q6 432.A.AKJ93.JT73 AQJ987.8532.84.K:65658888888843433232
A93.Q76.KJ76.QJ2 875.AK94.AQ52.96 KT4.J8.843.AKT54 QJ62.T532.T9.873:55557676888855655454
KQ865.A5.53.Q875 AJT972.K9643..T2 .QJT72.AJ94.KJ96 43.8.KQT8762.A43:54448887545466664343
Q87654.Q952.AT.T T3.KJ.9652.A9532 A9.AT876.KQ83.K7 KJ2.43.J74.QJ864:53533232323233337777
T9.KT87.Q974.K95 A876.A4.KJT52.Q3 J2.J652.63.AT876 KQ543.Q93.A8.J42:AAAABBBB7777A9A96666
J962.Q.T76.KJT72 A54.AK5.QJ542.94 Q87.JT632.K983.A KT3.9874.A.Q8653:77777777888877778787
AJ765.92.KJ62.QT T942.A874.T.A532 KQ83.T3.Q75.J876 .KQJ65.A9843.K94:88887676CCCC88889999
KT.AKQ7.T986.762 942.84.AQ542.A84 QJ765.J962.K.JT5 A83.T53.J73.KQ93:88885555555599999898
AK8653.JT982.Q6. J94..AK9843.QJ42 T2.AQ65.52.AT973 Q7.K743.JT7.K865:979743443232A9A98888
A8652.A3.QJT93.7 J93.875.AK72.T62 K4.QJT6.86.KQJ54 QT7.K942.54.A983:54545454656543435555
JT.9854.K852.862 Q76.AQT.AJT9.AT9 K5.632.74.KQJ543 A98432.KJ7.Q63.7:CACACCCCBBBBCBCB8887
975.AJT8.QJ8.AK5 KQJ86.965.K7.J76 43.KQ73.T52.QT83 AT2.42.A9643.942:75759898545476765555
9642.J2.AJ87.AKT K3.975.KT965.754 AQ.AQT84.Q4.J932 JT875.K63.32.Q86:22224444222233332222
AQ43.JT72.3.Q986 JT82.53.AK984.A4 9765.64.J7652.75 K.AKQ98.QT.KJT32:AABA9898BABBAAAABABB
KJT7.4.A642.AKJ7 Q.QJT63.KQ3.Q864 A963.AK52.875.T9 8542.987.JT9.532:33332222555532323333
KQ2.95.AQJ43.KJ7 A73.T764.9875.T6 T64.AK2.62.Q9852 J985.QJ83.KT.A43:43435555666643432222
K8654.T9.6.AKT95 T932.8642.AQJ8.3 QJ7.Q3.K9743.J86 A.AKJ75.T52.Q742:77776565BBBB88885555
AK5432.AT7.T65.2 8.QJ9843.AK92.Q3 76.K65.Q87.AKT96 QJT9.2.J43.J8754:65554444766676765555
QT42.A97.A43.AK4 A98763.K432.7.JT KJ5.QJ6.KJ9.Q987 .T85.QT8652.6532:22225343444455552232
Q2.J8742.A5.AJ84 85.653.KQ9.KT532 AJT973.Q.T764.Q6 K64.AKT9.J832.97:77775555777777878888
A9.KJ.AKJ873.KQJ K6542.Q8632.6.A4 QJ87.T54.54.T732 T3.A97.QT92.9865:75767576878754555555
AJ72.8754.A97.T4 Q6.A2.J8532.KQ73 K94.KQ96.K64.AJ5 T853.JT3.QT.9862:33333333323255555555
84.QT863.QJT2.T6 QJ6.A74.874.A743 932.952.K53.Q852 AKT75.KJ.A96.KJ9:BBBBBBBB8788A9AACBCB
7432.AQ4.86.KQ95 AQ5.653.T753.A74 JT8.K7.AKQJ42.J2 K96.JT982.9.T863:44445555666643435454
74.A62.A7.T97652 AKQ962.Q3.Q32.A4 T3.JT54.KT54.Q83 J85.K987.J986.KJ:9999A9A9888899996565
653.94.T974.T753 98742.752.Q832.4 KJ.KJT63.AKJ.K62 AQT.AQ8.65.AQJ98:7786BABA888788987787
KT3.A7.AQ4.AKQ63 A652.Q2.JT5.J987 Q984.JT63.972.T5 J7.K9854.K863.42:43433333656555554444
J9.AQJ6.T52.KJ32 KQ4.954.K9.98764 AT3.873.AJ84.AT5 87652.KT2.Q763.Q:21215454212131313333
86.QJ9865.J92.85 AJ32.K32.AT4.KQT QT9.A74.6.AJ7642 K754.T.KQ8753.93:A9A9AAAA5555AAAA6666
K95.A94.AT95.AK6 Q4.KQT.QJ73.QJ73 AJ8632.J32..T952 T7.8765.K8642.84:22222222545466663333
Q53.KT5.AT82.872 T84.AJ7.J95.AK63 J72.942.K7643.QJ AK96.Q863.Q.T954:A9A9AAAAAAAA7777BABA
AK8764.Q63.AT2.6 95.AKT42.Q7.JT52 JT32.85.8.A98743 Q.J97.KJ96543.KQ:55552121978799995555
Q853..JT964.T653 JT64.J95.873.K94 AK7.KQT42.K5.Q72 92.A8763.AQ2.AJ8:77776666888865656666
A9642.T84.T92.A9 T.972.K83.KQ7432 KQJ83.AKQJ3.J54. 75.65.AQ76.JT865:42423131323287879999
9.T62.AQ652.AJ54 K532.Q95.T8.Q872 A74.KJ43.KJ974.3 QJT86.A87.3.KT96:55558787434322227777
J42.KJ96.3.AT862 K765.T732.A8.J53 QT983.A5.KJT762. A.Q84.Q954.KQ974:76764444767654547777
AT5.J84.KQJ.Q984 K643.K5.A73.AKT5 87.QT97632.T95.3 QJ92.A.8642.J762:AAAAA9A95555A9A9AAAA
4.QJT82.J3.KQJ97 Q852.975.QT82.AT KT93.AK3.AK95.53 AJ76.64.764.8642:33436565222144442221
Q76.A7.AK64.KJT4 KT98.Q84.Q3.AQ62 J5.532.T8752.873 A432.KJT96.J9.95:77779999999965657777
A8.QT93.AK742.T4 9632.K86.QT63.93 KJT7.A75.J85.AQ7 Q54.J42.9.KJ8652:22323233223222224454
A43.K72.AJ864.K8 T872.954.Q9.Q642 J965.AJ.KT732.97 KQ.QT863.5.AJT53:42423232878722228787
Q432.932.974.A94 T96.A864.86.QT65 KJ8.KQ7.AT53.K82 A75.JT5.KQJ2.J73:55555555666665657676
AJ32.T54.9854.64 Q974.A8.AQ7.AT95 T6.K63.KT63.KQ32 K85.QJ972.J2.J87:88878888888866668888
K98.KT.8432.Q953 Q3.J876.AJ76.K42 AT7652.A32.KT5.A J4.Q954.Q9.JT876:33331111666644446666
865.KJT76.Q4.KT2 972.3.J532.J7653 KJ4.Q98.K98.AQ94 AQT3.A542.AT76.8:445488884444A9A97777
Q43.KT763.T942.3 9.54.K63.KQ97654 AT8652.82.85.JT8 KJ7.AQJ9.AQJ7.A2:CCCC7777A9A9CCCCCCCC
A8.765.9854.Q754 T752.J932.Q32.J3 964.AK84.K76.A98 KQJ3.QT.AJT.KT62:88889999777777777777
QJ.86.98763.J832 A98742.K9.K2.A65 K63.AQT53.QJ4.KQ T5.J742.AT5.T974:87878888666655557676
J2.A75.QT64.KJ62 AK7.K93.AJ95.875 943.QJT82.K82.93 QT865.64.73.AQT4:9898A999666687778888
JT96.T9.J985.Q65 Q.AQJ87.K3.J8742 K83.6542.AT7.K93 A7542.K3.Q642.AT:88887777BABA8887AAAA
Q865.AK3.95.9754 T9432.J75.AK63.T KJ7.T84.8742.AK8 A.Q962.QJT.QJ632:76767676888887877777
JT7654.Q85..AK74 AQ.J32.K865.QT63 82.T7.AQJT974.98 K93.AK964.32.J52:98987575979755559898
K5.53.T98542.AT4 AT742.2.73.Q9832 QJ98.AKQJT98.A.J 63.764.KQJ6.K765:41416555111155558888
Q87.8.QJ5.AQT985 96.KQJT75.T93.J3 T5432.632.K64.K4 AKJ.A94.A872.762:97976565999988885555
Q8432.AQ2.93.862 .KJ97.K54.KQJT54 AT65.863.AQ7.A93 KJ97.T54.JT862.7:76765555888788877777
AQT7.J75.A64.874 9854.QT964.T75.T K63.A.KQJ8.KQ653 J2.K832.932.AJ92:43432222667632323333
2.Q73.AT875.T982 K43.K652.QJ6.KQ5 QJ865.JT8.432.J3 AT97.A94.K9.A764:AAAAAAAAAAAA9898AAAA
KT32.32.KJ943.Q6 J.AT64.A75.AK432 A84.KJ7.862.JT87 Q9765.Q985.QT.95:65656666999954558787
2.AJT9843.T962.2 KQ98.5.A854.Q974 T653.KQ6.Q73.853 AJ74.72.KJ.AKJT6:C6C6DCDC5555B9B9CCCC
KQ43.AT874.T9.A3 T72.J92.A64.J942 A865.KQ3.Q3.KQT7 J9.65.KJ8752.865:60602020202066663030
AQJ54.Q.Q2.K7632 2.KT873.63.AQJ98 K73.6542.AJ854.4 T986.AJ9.KT97.T5:87875454A99965658888
AT76.65.7643.985 QJ.T72.AKJ52.AJ2 K52.AK943.T98.KT 9843.QJ8.Q.Q7643:77776565656587879797
75.AKJ8754.5.865 T6.96.KT8.KQJT72 AKQJ43.T3.J64.43 982.Q2.AQ9732.A9:C0C030304040C9C9C9C9
QT62.QJT2.Q.QJ86 AJ73.4.JT94.K432 854.A5.AK652.A75 K9.K98763.873.T9:44445454656555655454
T86.8642.A63.QJ5 AJ7432.9.K972.42 5.AKT7.J4.AK9876 KQ9.QJ53.QT85.T3:64649999444498983343
KT85..KJ72.AK962 AJ2.AJ863.954.T3 9743.Q72.AT6.QJ5 Q6.KT954.Q83.874:74743232888843433232
9832.T76.T.AKJ87 QJ5.K853.K975.Q2 A.AQ92.QJ8642.64 KT764.J4.A3.T953:66667777444443435353
65.T8752.J874.J4 K9743.A9.A52.932 JT.KQJ.963.AK876 AQ82.643.KQT.QT5:9999A9A9666687877777
J7.A9543.Q52.853 863.KJ876.8.JT97 AT42.QT2.9764.42 KQ95..AKJT3.AKQ6:A9A9AABA9999AAAACCCC
KQ9864.AQT842.9. 7532.6.J75.QT985 AJ.K975.AQ.K7432 T.J3.KT86432.AJ6:10300000000099A96676
A8.9543.AQ93.J98 JT642.KQJ2.T65.2 53.A76.74.AT7653 KQ97.T8.KJ82.KQ4:86867777767677775555
K84.T764.5.KT983 A.AQ8.QJ932.AQ42 9763.K93.8764.76 QJT52.J52.AKT.J5:CCCBCABAA9AACCCC9999
K9.QJ865.Q8642.2 JT.AK9732..JT765 A753..AKT95.KQ94 Q8642.T4.J73.A83:54445454777711117676
KQ5.73.J932.T984 A93.AKQ62.QT75.A 2.T94.AK86.Q7652 JT8764.J85.4.KJ3:A999BBBBBABA77776666
52.AKQ974.J5.AJT K8.832.QT96.K764 AQJ64.T.8743.532 T973.J65.AK2.Q98:43434332323265556565
KQT73.A7543.96.3 J82.T862.43.QT94 .QJ9.AJT82.AKJ85 A9654.K.KQ75.762:33434444333333333333
AK.52.AT9872.632 764.A8643.KJ6.AJ QT832.KQJ7.Q4.K7 J95.T9.53.QT9854:33334333544433337777
AJ852.T5.T98.987 QT9643.97.A764.Q K.AJ8642.J.AT532 7.KQ3.KQ532.KJ64:999988885555A9A98484
T63.QJ8.AK876.95 AK.A42.T54.AK762 Q2.K76.92.QJT843 J98754.T953.QJ3.:7676A8A8888876765555
J642.Q9872.5.T87 AT.J3.KQ97.KJ642 Q873.4.JT8432.A3 K95.AKT65.A6.Q95:BBBB8888AAAA9999BBBB
AKJ984.J6.AQJ3.9 Q5.QT873.T72.AK3 62.K952.K86.J542 T73.A4.954.QT876:63633333666633337777
K965.K7.QJ2.AJ76 A8.AJT8542..KQ32 QJT743..AT654.95 2.Q963.K9873.T84:A5754333CCCC65559888
J.762.KQ7653.K64 KQT65.J8.AJT8.52 A742.K94.2.QT873 983.AQT53.94.AJ9:BABABBBBAABA88887787
AJ53.KT.J653.875 QT98762.42.2.AK4 K.AQ8653.K987.93 4.J97.AQT4.QJT62:75759898646444449898
J7.Q9643.KJ.A853 K982.T8.752.KQ42 QT63.AJ72.T4.T96 A54.K5.AQ9863.J7:878788886666AAAA7777
AJT8.3.873.AKQ63 64.J95.KQT92.T84 K5.AKT74.AJ54.52 Q9732.Q862.6.J97:11112222222222221111
AQ76.KT92.JT3.T5 K5.76.AQ876542.8 JT42.AQ53..AKQ32 983.J84.K9.J9764:85851111111199993333
T2.AQ976.J2.9876 AJ975.42.T63.AT2 43.T853.Q74.KQJ4 KQ86.KJ.AK985.53:A8A8B9B95555A9A95555
6.AKT.KT76.J9743 AT953.4.A9532.T8 8.QJ98732.84.K62 KQJ742.65.QJ.AQ5:A6A6CCCC6565AAAA7666
AQJ95.K83.Q93.A3 K83.Q954.A6.QT82 T64.AJ62.KJ54.65 72.T7.T872.KJ974:55553333434343438888
Q8752.KQT43.74.A 43.A6.T62.T98654 J96.95.AJ9853.Q2 AKT.J872.KQ.KJ73:9797444466665555A9A9
JT9.J86.KQ864.J4 A32.AKT2.975.975 K85.93.J32.AQ832 Q764.Q754.AT.KT6:87879999A9A975757676
KT86.532.876.AQJ AQJ74.JT8.95.875 32.KQ4.KQT43.942 95.A976.AJ2.KT63:88888787888866668888
K6.QJ4.876.Q7632 98753.83.JT3.K98 AJT4.K976.AK42.T Q2.AT52.Q95.AJ54:54446565444444446565
73.T652.QJ82.654 KQ84.KQ7.T4.AQJ3 AT62.9.K9753.T87 J95.AJ843.A6.K92:CACACACACCCC6666CCCC
KT82.T74.Q8754.T AJ9743.K2.AT3.AK 65.9865.96.J6432 Q.AQJ3.KJ2.Q9875:CCCCCCCCCCCCBBBBDDDD
2.6.QT875.AQT642 3.KQ9752.642.K75 KQ84.JT43.J.J983 AJT9765.A8.AK93.:9797AAAABABA98985454
T94.T3.A963.K986 KQ3.Q96.KT82.J52 J52.AJ872.J7.Q43 A876.K54.Q54.AT7:99999999777799998888
72.AT63.K63.KQ43 AK5.Q9842.QT82.A JT98.75.4.JT9852 Q643.KJ.AJ975.76:8787A9A9A9A9BBBB5455
K32.T94.AQJ.AJ53 T96.J.T432.Q8762 QJ875.AK82.76.K9 A4.Q7653.K985.T4:22222222333343444444
Q8.KJ5.AT7.QJT76 JT95.A.Q6542.A82 632.9743.J93.K93 AK74.QT862.K8.54:7777BBBB9898A9A98787
98764.A62.K76.T6 AQ3.JT7.QT52.Q87 K.K9854.A98.K953 JT52.Q3.J43.AJ42:87778888555588887777
T74.98.96532.876 A9852.QT65.A4.42 Q63.KJ42.J8.QJT3 KJ.A73.KQT7.AK95:BBCBCCDCBBCBBBBBBBBA
64.J6432.A86.A94 KJT8.K87.T5.K875 9753.A9.KJ932.JT AQ2.QT5.Q74.Q632:66667777656554548888
Q9642.T4.Q92.T87 AJT7.AJ7.J7.QJ52 K5.Q952.A853.AK6 83.K863.KT64.943:77776666777776668887
Q54.QT975.Q7.852 A63.632.K9842.QJ T8.K84.A5.AKT943 KJ972.AJ.JT63.76:6666A9A95444A9A94343
Q86.AJ4.KQ95.AQ8 J754.KT9.8432.K3 AKT2.Q76.AT.7654 93.8532.J76.JT92:21112111333321112222
J9.AKQT9.7.T9643 Q842.7.T94.K8752 A65.84.KQ8532.AJ KT73.J6532.AJ6.Q:54547777555564645454
Q8.QJ7.T75.K9874 72.K9854.KJ8.J52 AJT9643.3.642.T6 K5.AT62.AQ93.AQ3:A8A86666AAAAAAAA9999
AQ73.K9742.Q7.QT J52.A5.KJ642.A52 T98.QT3.983.K843 K64.J86.AT5.J976:87876666555588888888
Q764.543.QJ2.J72 JT2.AQ9.T53.AQ93 A.KJT86.87.KT864 K9853.72.AK964.5:8888A9A97776A9A97776
K75.Q942.4.KQJ73 A842.AK76.3.A654 Q963.T5.AT952.92 JT.J83.KQJ876.T8:55557575888899996565
A8.K985.Q963.873 T74.AQ62.AJT87.J KQ932.J4.K.KQ954 J65.T73.542.AT62:65655454666677775555
Q82.AQ853.KQ2.93 J94.J92.953.8752 T.K74.AJT74.AKQ4 AK7653.T6.86.JT6:20205555101010102121
AQJT9.94.Q7.T965 .AKJ732.K963.J87 65432.65.T5.AKQ4 K87.QT8.AJ842.32:B4B44444BBBBDBDB7474
Q.T842.87.Q76542 K96.AJ53.964.A83 A873.Q9.AKT52.JT JT542.K76.QJ3.K9:A8A8A9A9979777775555
KQT4.A.QT9864.AK J982.T85.J3.Q754 763.KJ9632.5.J92 A5.Q74.AK72.T863:76765454444455557676
KQ2.K64.QJT873.3 8763.AJ.K5.AK864 AJ94.QT73.62.975 T5.9852.A94.QJT2:8888767666665454AAAA
4.JT5432.AQ42.J8 KQ983.Q987.T.632 A7.K6.J98763.Q54 JT652.A.K5.AKT97:6565AAAA55553333A9A9
T97.K5.8732.T976 QJ842.A2.QJT.KJ2 AK6.9874.954.543 53.QJT63.AK6.AQ8:BBBBBABAAAAABAAABAAA
QT.A862.642.AKT2 J9.QT43.AKQT9.J7 875432.K7.J875.3 AK6.J95.3.Q98654:87886665888887879797
AQJ75.K6.T82.AQ5 K96.9.K943.97632 T832.AQJ742.A76. 4.T853.QJ5.KJT84:31312121212155558888
T6.K95.J72.KT743 AQ854.A862.6.A86 KJ9.J74.KT984.Q9 732.QT3.AQ53.J52:77779999989866667777
AJ987.K95.J.A642 T3.A86.AQ986.JT7 KQ4.QJ42.T72.K83 652.T73.K543.Q95:66663333333377774343
Q765.KT74.75.JT7 T3.9853.KJ86.643 KJ842.AQJ2.42.K8 A9.6.AQT93.AQ952:888865655555BABABABA
AJ832.T.QT853.74 T76.2.AK942.QJ98 K9.AQJ9863.6.A52 Q54.K754.J7.KT63:63635151323266667777
K84.AT83.J875.AJ 52.QJ64.AQT63.52 Q96.K952.2.KT983 AJT73.7.K94.Q764:77877676445488885565
JT96.94.3.QJ9732 AK85.KT65.QT92.6 7432.AJ8.J754.T8 Q.Q732.AK86.AK54:BBBBAAAABBBBCCCC8888
QJ4.KT93.K8.AKJ7 AK3.AQ854.T95.84 9876.J7.AQJ6.T32 T52.62.7432.Q965:44446444555554446444
QT.AK987.942.T63 AJ8765.4.AKQJ65. K94.J62.T3.AQ942 32.QT53.87.KJ875:7777AAAA6565AAAA6566
KQ943.9632.952.6 A2.854.AKQ73.T83 JT87.K7.J4.KQJ72 65.AQJT.T86.A954:BBBB6666BBBBBBBB9999
J63.A2.AT93.7642 Q54.KJ963.65.AQJ AK982.Q854.KQ8.T T7.T7.J742.K9853:53532222555543437666
KJT987.5432.854. Q42.KJT.AT76.J63 .Q76.KJ93.AKQ982 A653.A98.Q2.T754:87876566667566666666
98.KT82.94.T9863 KJ765.654.KJ7.KJ AQT432.A3.T3.AQ5 .QJ97.AQ8652.742:64635454666588984343
853.A6.84.KJ9875 A42.KT95.AJ9.A42 QJT76.J72.QT72.T K9.Q843.K653.Q63:88888787999998988788
62.AQ7653.864.T9 AK87.J82.K53.K42 Q53.K94.QJ7.QJ73 JT94.T.AT92.A865:7676AAAA666698989999
K43.KJ943.7.J876 9872.AQ85.Q86.94 AQJT6.6.KJ543.A5 5.T72.AT92.KQT32:66664443878775757687
T854.43.QT9.A654 92.65.K865.K9732 AK73.KT72.J3.QJT QJ6.AQJ98.A742.8:88886666888899998888
AK3.QJ9743.QJ.Q6 T52.T862.632.T97 QJ6.K.AT754.AKJ5 9874.A5.K98.8432:22223333222222222222
86543.A4.764.AQ3 AQ.JT953.8.K9742 K7.Q2.AKQJ95.865 JT92.K876.T32.JT:44545555999844449887
T72.KQJ876.9632. 93.T43.KT875.AJ8 KQJ6.A952.Q.K542 A854..AJ4.QT9763:77776565222298A8BBBB
J986.7632.KT7.J4 75432.AKQ8.AJ6.7 AQT.JT5.Q542.A83 K.94.983.KQT9652:6666666676768787BABA
AQJ73.T832.T93.T K85.J97.AKJ.KQ93 T62.KQ54.652.A65 94.A6.Q874.J8742:A8A866666666A9A9AAAA
JT542.K2.865.A82 KQ86.T63.QT9.QJ7 973.A9854.K7.K93 A.QJ7.AJ432.T654:77777676777788A88787
K65.KJ7.Q8532.T8 AQT3.A93.K96.J63 J82.8642.T7.AK54 974.QT5.AJ4.Q972:99999898878777779999
JT654.JT865.8.J2 AQ3.K942.T95.KQ6 9.A73.KJ632.AT75 K872.Q.AQ74.9843:99998888767688889898
952.AQ63.K954.Q4 KJT4.J52.AT.AK63 Q.K974.Q8632.T85 A8763.T8.J7.J972:A9A9AAAA44444444BBBB
KQ8.AT96..KJ9765 J953.J843.AT72.3 A72.KQ2.Q953.AT8 T64.75.KJ864.Q42:30504444101066660000
J984.J74.A5.JT85 AKQ65.K.KJ432.64 T73.A963.Q87.Q93 2.QT852.T96.AK72:888899999999AAAA8888
KQT62.QT9.K62.A6 AJ975.J87.J3.K53 843.5432.AQ75.74 .AK6.T984.QJT982:87887677666676779999
873.AKQ75.Q63.74 AKT654.8.4.QT983 Q9.J62.K972.KJ62 J2.T943.AJT85.A5:8888BBBB55556666A9A9
KJT964.6432.T.KJ Q85.QJ7.K7642.72 A.AT85.A95.T9654 732.K9.QJ83.AQ83:77774444333387876565
T62.4.Q965.A9865 K54.T8652.AJ84.T AQJ73.AK93.K2.J2 98.QJ7.T73.KQ743:33332222555555553333
T7.942.9874.KJT8 Q983.A5.T5.A9762 AK65.Q873.62.Q43 J42.KJT6.AKQJ3.5:A9A9BABA9999BABA8888
QT73.A875.T.KJ62 AK5.KJ2.KJ765.QT J96.963.AQ92.854 842.QT4.843.A973:66666666666687776666
AQ65.83.943.AKQT K842.A765.A852.J 973.KQJT9.J.9832 JT.42.KQT76.7654:777765554444A9A94444
6432.8743.K73.86 987.AQ.AJ9854.AJ J.JT965.Q2.T9743 AKQT5.K2.T6.KQ52:CCCCCCCC8787CCCCBBBB
54.JT965.Q75.AQ3 AKJT93..T4.KJT76 8762.Q32.K82.854 Q.AK874.AJ963.92:CBBBCCCC8888AAAACCCC
T7.65.AKQJT93.Q9 K963.A732.754.K7 542.QJ.62.JT8654 AQJ8.KT984.8.A32:B6B6CCCCCCCC66668888
2.T96.K76543.KT3 AKQ9843.3.T9.A84 T65.K54.82.J9762 J7.AQJ872.AQJ.Q5:CCCCDCDDCBCC98998888
Q4.Q9.KQ7.Q97543 AT76.J8654.A5.AT 532.AKT2.6432.K8 KJ98.73.JT98.J62:87869999877786665554
Q76.7542.Q832.96 JT.J983.AJ764.AJ K9832.AKT.T.KQ75 A54.Q6.K95.T8432:86865555777798987777
T92.K4.9653.K873 AKQ5.AQ986.872.2 863.J52.AKQT.QT9 J74.T73.J4.AJ654:87879999AAAA86868887
QT.J653.K92.Q973 A65.Q98.JT763.T8 KJ8742.K2.Q8.J52 93.AT74.A54.AK64:A8A866769999AAAA8888
AJT8.74.JT2.QT32 763.J95.K9653.96 K54.A832.AQ4.A75 Q92.KQT6.87.KJ84:32322222445444443232
864.QT9653.Q9.A4 KJT53.AKJ.6.KQ96 Q972.8.75432.JT3 A.742.AKJT8.8752:CCCCBABA9999CCCCCBCB
J754.95.J532.A75 KT62.Q843.AK7.42 83.KT6.QT64.Q986 AQ9.AJ72.98.KJT3:BBBBBBBBBBBB8898A9A9
K53.AT843.3.KJ52 84.Q96.T98762.T8 AQ72.J752.4.AQ74 JT96.K.AKQJ5.963:65653333222288882222
6.T83.953.KQJT72 T54.965.AK872.98 KQJ93.KQ.QJT.654 A872.AJ742.64.A3:87877676989898986666
KJ7653.54.J6.K72 T2.Q63.KQT82.Q85 8.JT987.9743.JT9 AQ94.AK2.A5.A643:CBCC9999A9AACBCCCACB
T3.AKT62.A5.KJ83 Q65.Q974.J843.AQ AK82.J53.KQT76.5 J974.8.92.T97642:22223333222222226565
.T876.AJ.K986542 T98543.53.72.AQT AQJ62.KQ92.KT63. K7.AJ4.Q9854.J73:66666666333255655555
KQ85.K9.A642.643 J43.AQ432.T3.T75 T9762.6.QJ97.A98 A.JT875.K85.KQJ2:86865454AAAA43449999
KQ.J932.K.AKJT32 A9853.Q87.97.Q75 J742.T4.Q852.986 T6.AK65.AJT643.4:979788889999AAAA5555
AJ983.6543.J9.Q6 KQ.97.AKQ8654.K4 75.KQT8.7.AT9872 T642.AJ2.T32.J53:A9A966665555AAAA5555
Q92..AK872.QJ543 A754.Q87.JT3.T86 JT.JT932.965.K92 K863.AK654.Q4.A7:77879999889854545454
AJT.6.AT753.KJ85 KQ54.A72.J982.QT 862.QJ8543.Q6.62 973.KT9.K4.A9743:98889888766687778888
84.J854.42.Q6543 KQ9752.A7.K9.KT8 AJT6.KQ96.A87.J7 3.T32.QJT653.A92:888888885555A9A97676
KQT65.AK983.7.64 J97.JT74.865.T83 A832.Q5.AK.KJ952 4.62.QJT9432.AQ7:32321121223277772222
J97.96543.K95.K9 KQ653.8.AJ43.A76 A42.J2.Q2.QJT543 T8.AKQT7.T876.82:979799999898AAAA6565
K8.T842.AKQ8.K95 AJ92.KJ3.J3.AQT2 T7653.95.5.J8763 Q4.AQ76.T97642.4:999988889999AAAA7777
9842.K43.A42.KQ4 Q653.9875.Q3.653 AKJT7.JT6.J8.T87 .AQ2.KT9765.AJ92:75754444767788887777
AT3.QT975.JT6.Q9 Q9.J432.Q42.AT72 K62.A8.A9875.654 J8754.K6.K3.KJ83:66669787656555559999
3.KT92.AJ62.JT52 KQJ8.AQJ65..KQ94 754.4.KQT954.A87 AT962.873.873.63:A686CCCCBABA44447666
Q4.Q85.AKQT2.KT2 JT762.A.J7654.A3 A983.7632.8.Q854 K5.KJT94.93.J976:55556566666665666566
T632.AJT83.A63.2 KQ985.5.QJ94.953 74.7642.T2.KJ764 AJ.KQ9.K875.AQT8:B8BBBBBB7777BBBBAAAA
853.KQ93.JT87.KQ QJT4.7.KQ432.J96 A962.J.95.A87432 K7.AT86542.A6.T5:76767777878788886565
T.AKJ5.KQ652.K63 Q6532.Q73.T7.AQ9 A874.942.J9.T842 KJ9.T86.A843.J75:77768888555555555555
T.A97543.QJ8.T42 J97.Q2.AT2.KQJ63 AK652.T8.954.985 Q843.KJ6.K763.A7:AAAA999977779999A9A9
AQT9.2.AT943.JT8 KJ4.AQ5.KJ86.964 8753.T83.75.Q752 62.KJ9764.Q2.AK3:BBBB7677BBBB88888888
K975.KQ63.AKT2.K J832.AT.9.AQT863 T64.8742.J7653.4 AQ.J95.Q84.J9752:A8A9969865656566AAAA
T5.QJT.KT7.QJT54 K7.A5.QJ984.A876 AQ42.K963.A6.932 J9863.8742.532.K:66666666545476764343
KJ986.K97.KQJ.KJ A52.54.A987.Q842 Q7.AJ86.T543.953 T43.QT32.62.AT76:55554444555544447777
8632.KT3.Q765.J5 J5.Q9642.AKJ8.96 AQT9.A87.T942.AT K74.J5.3.KQ87432:9797666688887676A999
J7.Q86.AQ6.KT952 K632.AT43.T84.64 T9.KJ9.KJ9732.87 AQ854.752.5.AQJ3:77779999888844446666
AT.953.Q6542.853 QJ5432.KJ74.K7.6 98.QT6.J3.AQJT97 K76.A82.AT98.K42:A7A7BBBBAAAA87876666
QJ.AT98432.A6.J8 K43.65.QJT84.AT4 T9875..K7532.K53 A62.KQJ7.9.Q9762:88887776666676769898
A43.T32.K875.AJ4 KQJ72.A5.JT3.Q92 86.KQ64.A96.K875 T95.J987.Q42.T63:65657666555544444444
T76432.54.3.T832 KJ9.JT76.AQ6.Q76 Q5.Q82.KJ95.AJ95 A8.AK93.T8742.K4:AAAA8787BBBAAAAA8787
T653.KT.AK8.K985 K7.84.7532.AQJ32 Q84.QJ9753.4.T74 AJ92.A62.QJT96.6:999998987676BBBB8888
KQ7652.4.86.KQ96 43.JT965.KT9.AJ8 J9.AKQ82.7432.T4 AT8.73.AQJ5.7532:86865454878787877777
J874.KQJT6.652.9 95.A5432.983.AKQ AK.987.AJT7.T642 QT632..KQ4.J8753:88888787556555559999
KT94.Q63.AJ9.A94 A865.87.T432.T85 2.AT9.Q85.KJ7632 QJ73.KJ542.K76.Q:33336676555554542222
Q8752.Q82.T52.42 T9.K3.AKQ.QJT953 J43.T76.J97643.7 AK6.AJ954.8.AK86:DDDDAAAADDDD9999DDDD
AK5.T96.943.AQ92 Q7643.K84.52.J54 T82.AQJ2.T8.K876 J9.753.AKQJ76.T3:63635454333366662222
T983.A642.T.QT73 KJ652.93.AQ54.65 A7.KQT8.J986.J82 Q4.J75.K732.AK94:88888797656599996666
87.65.QJT5.A9862 94.Q7.K9863.QJ73 KQ6532.A43.74.T5 AJT.KJT982.A2.K4:AAAA7777AAAA98988888
6.QJ982.AK7.AK43 T7.6.T865432.J87 KQ52.AT7.Q.T9652 AJ9843.K543.J9.Q:33436565333366662222
543.AJ85.86.KJT3 JT9862.9.A53.876 KQ7.7.QJT42.Q954 A.KQT6432.K97.A2:66669898999955555555
K5.642.A853.Q965 Q7632.KQJ.972.84 A4.A53.KJ64.AKJT JT98.T987.QT.732:22226666444422222222
